Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Denmark,DNK,202073829844.963,205020430124.221,209167606432.298,209002572327.368,220068623481.056,226754355587.313,233320596409.064,240713316196.954,246313036680.162,253621896626.282,263066798869.213,265566018286.991,266778406880.15,267955142440.516,275394519880.793,281892753289.031,292651155542.909,295540131122.49,294307201413.926,279666951317.258,284093791186.593,287817703286.122,287802068160.374,291810211099.295,295539545106.694,301758922337.637,311032111297.516,320538736986.013,326500781502.599,332088518944.146,326176991232.295,347379325644.417,348921108389.075,351030642724,363238912546.89,373876120004.794
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Russian Federation,RUS,1161488648471.78,1102869019648.24,942610308784.401,860899753893.879,752686755595.146,721498966074.43,694406178901.29,704127280752.683,666808805070.201,709483999749.711,780432873756.849,820235350100.851,858786345191.518,921477339138.287,987823227185.947,1051043572413.11,1137229862736.19,1233894148253.07,1298056264713.14,1196807955081.93,1250664313051.12,1304443243531.73,1356935163522.96,1380755103933.22,1390921151171.34,1363482182197.71,1366122853556.84,1391077891792.47,1430116278514.33,1461551317111.73,1422766794859.9,1506233291829.03,1484613261468.36,1544986751583.49,1621026050317.24,1637255383314.57
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Spain,ESP,745271992216.377,764246620838.292,771348118766.823,763391725887.252,781584842222.945,803136997375.095,824078081163.909,853640231891.445,890363642200.019,929618577227.575,977964704474.031,1016292009754.12,1044295490089.67,1074990358774.14,1108471271904.22,1147835587310.16,1194247574981.13,1236446314615.43,1245931907237.16,1198983535018.34,1200112046037.65,1192432281393.69,1158267740898.69,1141735527746.35,1159095455877.44,1206164777553.12,1241326362266.48,1277275696051.09,1307871701701.25,1333521400432.69,1187633217292.02,1267004457826.92,1347716659731.45,1380882052539.27,1428595035672.37,1468952188359.05
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Turkiye,TUR,290619297801.216,292712567686.886,307452503997.471,330976510465.766,315526039205.892,340384022644.803,364748025041.481,391585682738.779,399059372123.491,386877005103.984,413901474163.049,391304902374.343,416487363949.901,440639854394.832,484375146822.671,528509363515.706,565862429106.909,594767729617.936,600240295872.955,570932398858.345,619702577582.152,687745688381.755,720809935556.199,781994134596.37,817972077517.761,865460050683.656,894225044186.927,964205820086.089,997645953748.995,1010631549472.6,1028853867659.94,1150372769727.98,1212967141770.11,1274162834489.99,1316562171166.78,1364019302183.26
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United Kingdom,GBR,1721504098259.6,1699254695038.56,1721255429795.6,1781335634495.42,1869572508478.99,1935631814547.44,1986246961912.3,2083175521750.84,2150801957623.71,2214131432953.5,2314307169243.88,2369642769659.08,2410140612988.09,2487711377293.16,2545576004983.01,2616614241852.83,2673913418491.85,2752283449984.53,2750923500693.34,2624727410659.64,2684060544650.54,2706913649065.85,2748282336997.97,2795510733841.06,2883853723651.98,2945579890258.46,3010574705731.3,3101591068534.48,3149707010747.53,3189276748351.15,2868821517197.41,3113908148054.35,3274265196937.19,3283159739927.95,3318626965006.66,3364704178220.16
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,9785238027483.98,9774639354974.79,10118950749880,10397403618008.9,10816317372731.7,11106673921189.1,11525703481707.7,12038266260881.9,12577957790986.1,13180243872422.8,13717679619695.1,13848757307490.4,14084248131472.2,14477988212190.1,15035068144287,15558822251170.7,15992063823764.9,16312522122670.3,16331051067547.5,15910281498142.2,16339094225608.8,16594704135237.8,16974575729644.7,17334068402849.7,17771549056393.4,18295019000000,18627887993795.5,19085691123385.5,19651869117636.5,20159639089819,19740041204593.2,20954452976799.5,21483388181185,22113788823329.1,22731468331925.1,23222782186839.4
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Argentina,ARG,-2.46721377810472,9.13311056738961,7.93729155643076,8.20697907221228,5.83620070368526,-2.84520961057079,5.52668982715234,8.1110467707457,3.85017885156228,-3.38545704063269,-0.78899893905691,-4.40883968258557,-10.8944848285903,8.83704079576924,9.02957330068152,8.85165992013437,8.04715150043027,9.00765087504757,4.05723310346406,-5.91852507634947,10.1253981561002,6.00395169280579,-1.0264204544321,2.40532378079436,-2.51261532081394,2.73115982828944,-2.08032784377811,2.81850297775918,-2.61739646282038,-2.00086100285785,-9.9004848136464,10.4418119882506,6.02074537534855,-1.85578803046339,-1.34293072157739,4.36733330217022
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brazil,BRA,-4.35000000000022,1.03218958549303,-0.54407204977727,4.9246900037071,5.85287036219013,4.22379363350413,2.20886405039022,3.39484598630671,0.338097901207306,0.467937566477133,4.38794944745618,1.38989640095637,3.05346185909312,1.14082899824888,5.75996463670954,3.20213206130431,3.96198871122617,6.06987060678338,5.09419544658736,-0.125812002161169,7.52822581815364,3.97442307944702,1.92117598576537,3.00482266944432,0.503955740242247,-3.54576339269425,-3.27591690782192,1.32286905404399,1.783666761634,1.22077782360842,-3.2767587964736,4.76260437908608,3.01669435393015,3.24165532906981,3.41931516501906,2.2857464902475
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Canada,CAN,0.202947848289654,-2.09105516498515,0.890466243956382,2.65770683842972,4.49404933882288,2.68232826962129,1.68896122145787,4.28016680422402,3.89288658501088,5.14100348449622,5.13853918994158,1.87509813099847,2.99925533832644,1.8063851195103,3.09236381038156,3.21045441502793,2.63794375302722,2.04990459443619,0.995406371264522,-2.91508627059555,3.09080633744851,3.1371944343876,1.75566133205234,2.32581356612762,2.87346675579731,0.64997101491096,1.03855091989323,3.03383491841392,2.74296341402246,1.90843193887251,-5.03823342794087,5.95052804984759,4.69541985045903,1.95308552199025,2.04626605401701,1.74268536175708
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,China,CHN,3.9225195692421,9.37563237902144,14.2976226152779,13.9261028311995,13.0827122987906,11.0154136659719,9.97328781228394,9.29759460595947,7.92354535108497,7.74123827728161,8.57357328926101,8.32404695347056,9.23604870383861,10.1138119025242,10.1404291872206,11.4535130030645,12.6752842281595,14.1507710506103,9.66877608164454,9.40610014336416,10.5916903885704,9.46205248298186,7.8578201481217,7.77842954757257,7.46100735778161,6.98162255562367,6.7736886867727,6.89123916636191,6.757806142324,6.06737806333672,2.33950385203023,8.57038414981781,3.13385438394069,5.41600334492955,4.95830378788091,4.95994886240992
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chile,CHL,3.59872304691744,7.75620189312957,11.5019314370192,6.6855844008042,5.07680374667352,9.25542757753573,7.1148626270751,7.3917392684331,4.18088662700669,-0.2736313981937,4.9716214882971,3.15403492459967,3.20279913520113,4.72324526861041,6.67425416822923,5.83704571917758,6.04999082563968,5.16823098528431,3.78939280635238,-1.11803723642878,5.85165102224047,6.22389678509138,6.15534001855494,3.30850824710085,1.79264947139259,2.15194249981184,1.753038749071,1.35769537343957,3.99002947789977,0.644223402631923,-6.1396969411886,11.3374032409913,2.06391864254198,0.677024831595858,2.80512637106611,2.45925474781374
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Colombia,COL,4.28199833053058,2.00160759559029,4.04492943933556,5.38540993901029,5.81466190724336,5.20243759278655,2.05585471287195,3.43029367788374,0.569784088434517,-4.20401524244947,2.92486148176778,1.67789830787579,2.50398046659659,3.91827190322513,5.33302206759905,4.82876110773741,6.71686869844402,6.73819469090975,3.28344618616541,1.13964864548062,4.49465897070922,6.94789198173555,3.91263576716115,5.13399351995672,4.49903000110972,2.95590137527523,2.08738250162794,1.35936086788746,2.56432428277704,3.18685539245533,-7.18591413760859,10.8011981904878,7.32827729427979,0.841819555752039,1.49330728771066,2.64201548985928
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,France,FRA,2.82962715326478,1.23666248297356,1.5160611169627,-0.35899781051468,2.38366086110145,2.30479278392259,1.39707987198881,2.5270616339357,3.45259434279616,3.39930808809441,4.14099996402915,1.89946701186636,1.06775027069419,0.967827182558352,2.86825052501032,1.88856584109286,2.71406448755236,2.53048188351066,0.380171435849121,-2.82455153714783,2.00032476039051,2.43757653729007,0.183835264973013,0.781756446231,0.997832947295251,1.06675474783462,0.860031075424033,2.08361485997399,1.64590872395887,2.02744646419237,-7.44064589948231,6.88233783360239,2.71676264185913,1.43921494437743,1.19046798275883,0.840949955479587
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Germany,DEU,5.25500610110028,5.10826150190911,2.01361340926105,-0.973033082340891,2.59685569693275,1.50499384201356,1.0378755674358,1.85432238398302,2.09561231172233,2.12957016297766,2.8765231247659,1.63614170690956,-0.228255715793637,-0.529801394291297,1.16208684507278,0.885485292551564,3.86668241523209,2.8891174138025,0.887902330743628,-5.54455451920674,4.13463778522758,3.75796884489337,0.463512036709204,0.396995583779145,2.18018602168017,1.66300602334775,2.22222216259371,2.797906720551,1.13569604599849,0.977734697038784,-4.13191443239947,3.90999994204108,1.8092581243061,-0.869647578573321,-0.495851897260366,0.239578342117881
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,India,IND,5.53345456306495,1.05683143296179,5.48239602167003,4.7507762195799,6.65892406747307,7.57449184027195,7.54952224888829,4.04982084902483,6.18441582080355,8.84575556114116,3.84099115686554,4.82396626397303,3.80397532120038,7.86038147545045,7.92293661307978,7.92343062131789,8.06073257305057,7.66081506510766,3.08669805950082,7.8618888330338,8.49758470165625,5.24131620024293,5.45638755164772,6.38610640091713,7.41022760516977,7.99625378567987,8.25630550176662,6.79538341902422,6.45385134495295,3.87143694070524,-5.77772470687303,9.68959249191741,7.6093649776932,7.210224629335,7.09927893176518,7.56666179284244
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Japan,JPN,4.89271306574565,3.41749676183089,0.848069581218368,-0.517919847117952,0.99306636322622,2.34205546196849,3.07546731409349,1.36297109407448,-1.77264091037956,-0.347600398675738,2.97832688768516,0.284608556379041,0.0849888050363319,1.38010935830795,2.11294823723127,1.8482813374834,1.54630843078741,1.72837912865577,-1.16662209355141,-5.9359411383964,4.13645589222239,-0.20035785332982,1.64893452981225,1.99727653399265,0.905915486065865,1.79997735783475,0.704986495111257,1.62345062245441,0.834143845965585,-0.308496921143259,-4.28327942675573,3.56419531474475,1.33164750653741,0.720785304749811,-0.240084236041696,1.19311288444599
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Rep.",KOR,10.0248996213899,10.8749739277708,6.35159199606441,6.99471791742556,9.3718357757101,9.7358937505409,7.99042982526839,6.2821926537929,-4.9389297463141,11.6172629559591,9.2018583880479,4.72593560322356,7.74399895319569,3.07472661826947,5.1836368597334,4.35823667337156,5.24500550580342,5.8419633918717,3.00440451679569,0.81986175641795,6.98166138853071,3.6880320602952,2.54766550568242,3.2913959543442,3.21468019683108,2.92029267301234,3.17152748983935,3.433191763972,3.17611568177327,2.31380210595475,-0.700242317542106,4.61296795454287,2.72756456708991,1.58301467403629,2.00361101838986,1.00701840291242
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mexico,MEX,5.25004329944582,3.97590497138043,3.56861354412243,2.86699945461075,4.39412788764169,-5.91029962358286,6.21829715869302,7.19887615284711,6.18507893082885,2.75503039300564,5.02928399378261,-0.450845253215945,-0.236588001922641,1.18554486709559,3.56544102622887,2.11324711473297,4.80501351664901,2.0778639395329,0.943331872912935,-6.29525056697287,4.9713345832195,3.44404505297089,3.55321076010608,0.852101550164704,2.50376350783593,2.70232343024026,1.7724932254128,1.87172854648381,1.97208211101069,-0.392690513290532,-8.35403459379062,6.04848347173572,3.70975708309098,3.1067964131456,1.35057631384696,0.561683456144578
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Denmark,DNK,1.66026774169177,1.45818005306188,2.0228112415746,-0.078900412805325,5.29469615156448,3.03802150461165,2.89575069230459,3.16848143784479,2.32630274538961,2.96730536257029,3.72400899471576,0.95003224600012,0.456530018779986,0.441091006625101,2.77635180744053,2.35960882992528,3.81648769908172,0.987173815945127,-0.417178439991005,-4.97447905669058,1.58289703108802,1.3108037609606,-0.00543230161670749,1.39267343161971,1.27799983192831,2.10441456445301,3.07304549209093,3.05647723922718,1.8600074900921,1.71140093932736,-1.78010601831291,6.50025445756295,0.443832614908331,0.604587766175584,3.47783593140312,2.92843280014236
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Russian Federation,RUS,-2.99999564243126,-5.04693945142462,-14.5310737729264,-8.66854034260423,-12.5697559802151,-4.1435284052602,-3.7550694383594,1.3999158052963,-5.2999616266239,6.39991469144101,10.0000668136515,5.10005122572568,4.69999190914258,7.29995234528189,7.19994786954857,6.39996544799469,8.20006825456321,8.49997776916511,5.19996926404957,-7.79999391271275,4.49999999920672,4.30002918604238,4.0240861571798,1.75542214916291,0.736267221403651,-1.9727192264298,0.193671130698817,1.82670527549192,2.80634082046656,2.19807571381982,-2.65365449695453,5.866491772979,-1.43537063467896,4.06661395813023,4.92167966203073,1.00117656925738
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Spain,ESP,3.7813935513235,2.54600049647455,0.929215482921151,-1.03149183695307,2.38319537908909,2.75749400293542,2.60741117110229,3.58729972356299,4.30197745333581,4.40886545305924,5.20064125553942,3.91908880808811,2.75545611564098,2.9392895953076,3.1145314799161,3.5512255846125,4.04343515605099,3.53350013165972,0.767165748290694,-3.76813306940053,0.0941223116369514,-0.639920636520344,-2.86511368637748,-1.42732224757626,1.52048593647231,4.06086672473866,2.91515598595787,2.89604207865007,2.39541124478878,1.96117850841711,-10.9400706350371,6.68314420473001,6.37031712129601,2.46085796805582,3.45525405630191,2.82495400578509
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Turkiye,TUR,9.26614667149315,0.720279039109613,5.03563493261181,7.65126520761324,-4.66814736735584,7.878266878218,7.15779847930847,7.3578623747848,1.90857064345151,-3.05277055759434,6.98528697817062,-5.45940838563062,6.43550883793114,5.79909321038525,9.92540551918624,9.11157745861635,7.06762607623939,5.10818513903604,0.920118221365883,-4.88269401706633,8.54219848467686,10.9799625273598,4.80762696633448,8.48825689298511,4.60079447270559,5.80557386628684,3.32366508200445,7.82585730002594,3.46815306092219,1.30162365464503,1.80306247087255,11.811094450607,5.44122511322401,5.04512369812289,3.3276230893799,3.60462514082589
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United Kingdom,GBR,0.779266119883417,-1.29243974751705,1.29472849604493,3.49048744653493,4.95341092800692,3.53339096338078,2.61491606949487,4.8799853038024,3.24631482881618,2.94445869854798,4.52438074810904,2.39102229602824,1.70902736258567,3.21851612669614,2.32601853325993,2.7906547174688,2.18982132415704,2.93091133582351,-0.0494116727402769,-4.58740819226323,2.26054460931586,0.851437739020326,1.52826034721852,1.71846961308464,3.16017351468152,2.14040560033371,2.20652020635357,3.02322219840339,1.55133095078786,1.25629899760824,-10.047896637362,8.5431118453255,5.14970388522993,0.271650048355255,1.08027716858781,1.38844207858726
