Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Colombia,COL,7.2740909869111,9.23851556238798,11.3323682933526,14.1475074337,17.2735941905003,20.5298320481986,23.9928818828295,28.0332479065523,32.1746123497846,36.235994629849,48.4386000792737,51.5960451787335,54.6753954825322,58.409186355082,62.6631469099713,65.641649169763,69.4538935451873,73.0669085713019,78.6765349266072,81.8741266960053,84.9893228316444,90.4174237688204,93.6875101031044,95.4747646532672,97.6092294031774,100,105.148334305146,110.546372091236,115.665309926839,120.294953383022,122.077393324367,131.602009615523,151.243657823175,161.819985461486,172.107806205989,181.44072515808
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,France,FRA,66.6548506812303,68.2913043689399,69.671028014391,70.7563104744645,71.4305140631213,72.2524265499106,73.2042492704811,73.8446122693088,74.5155006044516,74.6795596482393,75.7381971745127,77.1790391039495,78.772228969585,80.1912157130637,81.5012509359315,83.1003897217882,84.7602198965717,86.781776741465,88.7784511557395,88.872521814014,89.8407403246603,90.6057147898678,91.5861111187861,92.2710614868023,92.7977401424006,93.8504749093193,94.335924216755,94.8890564538999,95.9466835322152,97.1081402840986,100,101.221816140734,104.276877010323,109.480568133252,111.766084092775,113.080586652461
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Germany,DEU,63.4481295981641,65.4055550007415,68.8791878284563,71.4861918428899,72.8756681477223,74.2134306204655,74.5579324773261,74.6664215615498,75.1833873723108,75.6152395467193,75.3557941623041,76.4359350824322,77.5819033845692,78.6072659148563,79.5154476261897,79.9404797445523,80.2893511490106,81.7671045196017,82.547782760842,84.1764527217182,84.7654858884764,85.8078762615756,87.0403658745051,88.7774294826186,90.4594991383741,92.0375107259777,93.191886466528,94.5679711473989,96.3372050564326,98.272900066236,100,102.696778400829,109.282886198775,116.595139509914,120.221571808551,123.838982011768
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,India,IND,14.1802679594129,16.1303127348422,17.5764198477346,19.3097682064243,21.2368917187623,23.1615279764214,24.9160179568326,26.5296468670007,28.6547160249704,29.5339560481166,30.6104599330265,31.594774786071,32.768736707346,34.0361652784497,35.9848763872227,38.0079113271814,41.2009324749758,44.062097550747,48.113153416174,51.5004952392024,56.9214532589359,61.8927332933406,66.8035425735272,70.9363464075585,73.2997730356476,74.9707059453487,77.3982386243201,80.4703743512893,83.5960370388638,85.6069540558026,89.7288072623215,97.2255663027036,100,103.511128102947,106.064599179458,107.097208955348
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Japan,JPN,106.346754291905,109.547692074669,111.443105831025,112.098088355631,112.407932420242,111.685804616199,111.573558131624,111.662017637886,111.459863482704,109.955306794217,108.631928666631,107.535575371169,106.039903891341,104.168261683526,102.863635158623,101.516633975017,100.562507609805,99.5863541206732,98.6866259224364,98.2275064634293,96.3616291531291,94.8520921157718,94.1019971609959,93.9344882922901,95.562895987198,97.5432632233626,98.1140602852573,98.1353315160988,98.0183258646232,98.7853942704497,100,99.9557539623753,100.591027245651,105.186995520129,108.554052559848,112.269129181553
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,"Korea, Rep.",KOR,41.6979365318226,45.477136706731,49.0004209996183,52.0662019875306,56.2806549547295,60.2381620042482,62.6374319077764,65.0556371698148,67.982021946207,67.0630450444262,67.6890692285431,70.0856822344375,72.1950241675327,74.7685914082885,77.2066700593696,78.0852311236939,77.9577961881717,79.9153400170038,82.2640127046398,85.1446530301067,87.4596600887961,88.574996543707,89.7194589335156,90.6857718875055,91.6391387820936,94.597674478002,96.548710224339,98.4978551044644,99.0559262947421,98.4376085392717,100,103.18051786298,105.045867184315,107.187224223523,111.545882684705,115.033019904718
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Mexico,MEX,5.85710148632517,7.24601104455081,8.31942682966718,11.8857673778225,12.8794920884853,17.8779237186309,22.6507526092554,26.6675671209169,30.8586567549413,35.5859194822988,39.3928885321613,41.9427938110141,44.2506222688697,46.1444016628856,49.8901472246571,52.8261737805553,56.052349760772,59.4871212441576,63.2409856230449,66.5570155850144,69.4675301830527,73.4060846754198,76.7403468140087,78.0479123947407,81.457333128084,84.0846815010146,89.1950018810292,95.0529682854956,99.9999999958638,104.319010231962,109.138329565566,114.03642804829,121.638836971953,127.327123975879,132.097596838059,138.214981097512
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Denmark,DNK,59.3443217772128,60.877487652088,61.8858490505652,62.2431642409306,63.2189793740526,64.0276264160189,65.3233171950214,66.6383857347993,67.4596139991477,68.5979579601807,70.6650741328015,72.4439589108133,74.1748834568037,75.2834535556671,76.8530303047804,79.0801913165055,80.7318219347411,82.6894180826353,86.2072399538841,86.7001291368113,89.4631406927186,90.0414128486929,92.2094683543948,92.9904007246024,93.937699968998,94.322001841369,94.724297380394,95.7668507562915,96.3347694410901,97.2507961543352,100,103.044354201347,113.759329142143,111.344780139553,112.965353464471,114.847035457264
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Russian Federation,RUS,0.000884993637892495,0.00202335893372664,0.0321798732827318,0.317885897155314,1.29474308226338,3.15926203284306,4.6136718338153,5.30842177497189,6.29254835420437,10.8475105051288,14.936797228175,17.3983245555057,20.1232338461087,22.8714914233351,27.5041462217393,32.8067894267087,37.7673093908249,42.9947730380534,50.7396443623909,51.7395261889436,59.0819390408053,73.5334321771395,80.0836935610577,84.3442572722885,90.6617021253856,97.2344360986963,100.000018904464,105.348888126371,115.882665066422,119.664070340974,120.73894809374,142.724424789432,168.742535373019,179.978910081114,199.151786619462,208.814737146339
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Spain,ESP,46.3527066770634,49.5673315473141,52.8936817631184,55.2935957030676,57.4388997841665,60.2724352468666,62.4020154631149,63.9402451795725,65.6249298637911,67.3433715243169,69.6416338391089,72.5403368101658,75.5084714183419,78.5318047337278,81.6037064517537,85.0416081013475,88.5049180847607,91.6567854062431,93.9042497963525,94.1214344485906,94.3970575218718,94.2592767360777,94.0679728283027,94.4801551990007,94.271649970964,94.7924459860799,95.1452469189149,96.3421211464971,97.4860438522988,98.8787989204417,100,102.556112365016,107.369931708733,114.075403840339,117.374880643264,120.796022037739
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Turkiye,TUR,0.076188806223142,0.121265232971715,0.200329483706666,0.337313639479365,0.690646766567614,1.78070409371192,3.14768818381735,5.76356407885482,10.1593232994269,15.651445361806,23.3790582611154,35.6743724771031,49.0851262830098,60.5162629970376,67.9990881989993,72.7948427268321,79.587013998625,84.5601944812786,94.7147549450347,100,106.905064723667,115.817265701763,124.264298226205,131.952560547135,142.030678509985,153.224032628886,165.677480117358,184.123036004355,214.933229774473,245.368437391499,281.52079580504,364.022997339074,711.757895853495,1197.74445703307,1907.76827656108,2602.67938524398
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,United Kingdom,GBR,48.2885173455902,51.4867600324121,52.7273112515477,53.6446143842174,53.8183062230959,59.6355263956752,62.1053404582177,62.1277674471458,62.953148885302,63.8310300898373,64.4537768617233,65.557354667458,66.9265866499357,68.5226114764201,70.3936485890577,72.4097193466476,74.6366990328632,76.1245155236341,78.6402065744694,80.2188698743616,81.2844743738279,83.2970439721691,84.5862894985228,86.4108900194114,87.7900213276968,88.3774875721393,89.911184784863,91.2980898191242,93.090057795961,95.3813117700179,100,100.711756533859,106.430816682767,113.183760675263,117.640854805902,121.985626728213
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,United States,USA,56.2781904379181,58.1814126530349,59.5072823104371,60.9177982017331,62.2185140668891,63.5230424851909,64.6859998311504,65.8014762361652,66.5409964024268,67.4826167927401,69.0112297721562,70.5651486799977,71.6617273169935,73.0765553385887,75.0416479286116,77.3945446986751,79.7812660998886,81.9427468178344,83.5215456690289,84.0366904577565,85.0579771623642,86.8128163508019,88.4294141679155,89.9343770048922,91.5006903474734,92.3498559134411,93.2274773497258,94.8969980783401,97.0709841824513,98.6731074507531,100,104.562972826319,112.000017338401,116.144257693854,119.027387038617,122.361624831936
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Argentina,ARG,21.3737192502697,51.4043032052253,59.6659994934379,57.5412362252407,59.180781521562,61.0539262799835,61.0219489829064,60.7388601486823,59.7030927427165,58.6066105825432,59.214529394292,58.5656756966243,76.4605374112749,84.4856083466431,99.9999998969317,110.317511084538,125.47629818382,144.222363056105,177.640364739783,204.957277170641,247.824346395484,306.567321408416,374.977453364052,464.780047776689,652.007262571679,825.310738210731,1164.67339673925,1467.56277769074,2084.4332574088,3109.88226850322,4356.4191087013,6700.26354104376,11323.0317616335,26806.4124391295,82457.9297837236,114689.822484813
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Brazil,BRA,0.000551867231174728,0.00285137709106891,0.0304815907229757,0.638939939283195,14.9522735330268,29.0041275916166,34.3572000829297,37.0126761209934,38.8353141254346,41.94621730641,44.2977495727329,47.9412812572841,52.638621802997,60.0559413306886,64.7115143945629,69.5203724731906,74.2298730512623,79.0095628628512,85.9454589990674,92.231065311305,99.9999999948531,108.318592216345,116.922475490135,125.696998117803,135.560076726606,145.816789370943,157.633205095614,163.420526158681,170.763883601096,177.977392089648,189.496978121955,214.221162129305,232.580519745323,244.580514158963,254.558602990775,269.138314071603
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Canada,CAN,57.4861614312211,59.2433810995941,60.1147628707663,60.8896679692405,61.7759967717593,63.1741888232194,64.232530218806,64.9675044527061,64.8528748031669,66.1008175148719,68.9919934810995,70.0777044542628,70.9590669227927,73.2650440182868,75.6540607830062,78.0125244491875,80.0185096230125,82.6579001279841,85.9613788457203,83.9628014231332,86.3547436481874,89.1566157755978,90.2421354173178,91.812690498657,93.5957401942571,92.7836557148371,93.4488926316027,95.8516065823406,97.4340894997812,98.9406147654841,100,107.784831962793,116.281053016744,118.077325120345,121.303476324056,124.400254808376
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,China,CHN,26.184495206717,27.9422471507465,30.2340783842129,34.8259355774401,42.0104804734241,47.7452535779462,50.8528262230118,51.6908010528815,51.2622829621705,50.6350561819565,51.7044059777808,52.842567183393,53.1857599935978,54.5934612843301,58.4048647111259,60.5968673141994,63.032191980649,68.019876896713,73.3649005771448,73.3024872499616,78.3844659620355,84.6672598000845,86.7023402222195,88.6949971691171,89.6634855698566,89.7841730948422,91.1122745445833,94.8898339756055,98.1795156990859,99.4721279847305,100,104.473573585036,106.494724224688,105.955009582089,105.145443254183,104.175649786461
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Chile,CHL,19.6658400074984,23.9170604570319,27.1259723199397,30.4075043436225,34.6039207298806,38.4325547292746,39.6810975557656,41.0027084543703,41.3221155377291,42.2261475049747,44.1516781939175,46.0401103652359,47.5781540876278,49.6241578683935,53.110136707574,56.891745925208,63.9178173345423,67.1704397811562,67.3794288488586,69.7901267133679,75.9717463523989,78.4488164363178,79.0477470111836,80.8348352428658,85.5660105453843,89.8052634772631,93.9009726474457,98.4346917898808,100,102.566359255182,112.493412217237,120.236335723061,129.311197034701,137.791840050804,147.613384260837,157.655838055423
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Colombia,COL,8.74798170574732,11.1104418783674,13.6285551956145,17.014103402697,20.7736040479702,24.6896272679111,28.8543671170488,33.7134001046276,38.6938960114587,43.5782036108522,48.4386000792737,51.5960451787335,54.6753954825323,58.409186355082,62.6631469099714,65.641649169763,69.4538935451873,73.0669085713019,78.6765349266072,81.8741266960053,84.9893228316444,90.4174237688204,93.6875101031044,95.4747646532672,97.6092294031774,100,105.148334305146,110.546372091236,115.665309926839,120.294953383022,122.077393324367,131.602009615523,151.243657823175,161.819985461486,172.107806205989,181.44072515808
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,France,FRA,66.6548506812303,68.2913043689399,69.671028014391,70.7563104744645,71.4305140631212,72.2524265499106,73.2042492704811,73.8446122693088,74.5155006044515,74.6795596482393,75.7381971745127,77.1790391039495,78.7722289695849,80.1912157130637,81.5012509359315,83.1003897217881,84.7602198965716,86.781776741465,88.7784511557394,88.872521814014,89.8407403246603,90.6057147898678,91.5861111187861,92.2710614868023,92.7977401424006,93.8504749093193,94.335924216755,94.8890564538999,95.9466835322152,97.1081402840986,100,101.221816140734,104.276877010323,109.480568133252,111.766084092775,113.080586652461
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Germany,DEU,63.4481295981641,65.4055550007415,68.8791878284563,71.48619184289,72.8756681477223,74.2134306204655,74.5579324773261,74.6664215615498,75.1833873723108,75.6152395467193,75.3557941623041,76.4359350824322,77.5819033845692,78.6072659148563,79.5154476261897,79.9404797445523,80.2893511490106,81.7671045196017,82.547782760842,84.1764527217182,84.7654858884764,85.8078762615756,87.0403658745051,88.7774294826186,90.4594991383741,92.0375107259777,93.191886466528,94.5679711473988,96.3372050564326,98.272900066236,100,102.696778400829,109.282886198775,116.595139509914,120.221571808551,123.838982011768
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,India,IND,13.772719971454,15.6667194854728,17.0712647572265,18.7547958178202,20.6265328373042,22.4958540870519,24.1999191485929,25.7671715574471,27.8311651657809,28.6851353912483,29.7307000165066,30.6867251687484,31.8269468377005,33.0579488782539,34.9506530558626,36.9155449606043,40.01679708485,42.7957308464326,46.7303573417102,50.020345267869,55.2855022449089,60.1139052066517,64.8835753738739,68.8976003602832,71.1931009259225,72.8160103887246,75.1737745653058,78.1576155761352,81.1934451559712,83.1465674128567,87.1499564982612,94.4312549372029,100,103.511128102947,106.064599179458,107.097208955348
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Japan,JPN,106.346754291905,109.547692074669,111.443105831025,112.098088355631,112.407932420242,111.685804616199,111.573558131624,111.662017637886,111.459863482704,109.955306794217,108.631928666631,107.535575371169,106.039903891341,104.168261683526,102.863635158623,101.516633975017,100.562507609805,99.5863541206732,98.6866259224364,98.2275064634293,96.3616291531292,94.8520921157718,94.101997160996,93.9344882922901,95.562895987198,97.5432632233626,98.1140602852573,98.1353315160988,98.0183258646232,98.7853942704497,100,99.9557539623753,100.591027245651,105.186995520129,108.554052559848,112.269129181553
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,"Korea, Rep.",KOR,41.6979365318226,45.477136706731,49.0004209996183,52.0662019875305,56.2806549547295,60.2381620042482,62.6374319077764,65.0556371698148,67.982021946207,67.0630450444261,67.6890692285431,70.0856822344375,72.1950241675326,74.7685914082885,77.2066700593695,78.0852311236939,77.9577961881717,79.9153400170038,82.2640127046397,85.1446530301067,87.4596600887961,88.574996543707,89.7194589335155,90.6857718875055,91.6391387820936,94.5976744780019,96.548710224339,98.4978551044644,99.0559262947421,98.4376085392717,100,103.18051786298,105.045867184315,107.187224223523,111.545882684705,115.033019904718
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Mexico,MEX,7.64233987088907,9.45458760445983,10.8551793940659,11.8857673778225,12.8794920884853,17.8779237186309,22.6507526092554,26.6675671209169,30.8586567549413,35.5859194822988,39.3928885321613,41.9427938110141,44.2506222688697,46.1444016628856,49.8901472246571,52.8261737805553,56.052349760772,59.4871212441576,63.2409856230449,66.5570155850144,69.4675301830527,73.4060846754198,76.7403468140088,78.0479123947407,81.457333128084,84.0846815010146,89.1950018810292,95.0529682854956,99.9999999958638,104.319010231962,109.138329565566,114.03642804829,121.638836971953,127.327123975879,132.097596838059,138.214981097512
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Denmark,DNK,59.3443217772128,60.8774876520881,61.8858490505652,62.2431642409306,63.2189793740526,64.0276264160189,65.3233171950214,66.6383857347993,67.4596139991477,68.5979579601807,70.6650741328015,72.4439589108133,74.1748834568037,75.2834535556671,76.8530303047804,79.0801913165055,80.7318219347411,82.6894180826353,86.2072399538841,86.7001291368113,89.4631406927186,90.0414128486929,92.2094683543948,92.9904007246024,93.937699968998,94.322001841369,94.724297380394,95.7668507562915,96.3347694410901,97.2507961543352,100,103.044354201347,113.759329142143,111.344780139553,112.965353464471,114.847035457264
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Russian Federation,RUS,0.000884993637892497,0.00202335893372665,0.0321798732827319,0.317885897155315,1.29474308226339,3.15926203284308,4.61367183381532,5.30842177497191,6.29254835420439,10.8475105051288,14.936797228175,17.3983245555058,20.1232338461088,22.8714914233352,27.5041462217394,32.8067894267088,37.767309390825,42.9947730380535,50.7396443623911,51.7395261889438,59.0819390408055,73.5334321771398,80.083693561058,84.3442572722888,90.6617021253859,97.2344360986966,100.000018904464,105.348888126371,115.882665066422,119.664070340974,120.73894809374,142.724424789432,168.742535373019,179.978910081114,199.151786619462,208.814737146339
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Spain,ESP,46.3527066770634,49.5673315473141,52.8936817631184,55.2935957030675,57.4388997841665,60.2724352468666,62.4020154631149,63.9402451795725,65.624929863791,67.3433715243169,69.6416338391089,72.5403368101658,75.5084714183419,78.5318047337278,81.6037064517537,85.0416081013475,88.5049180847607,91.6567854062431,93.9042497963525,94.1214344485906,94.3970575218719,94.2592767360778,94.0679728283028,94.4801551990007,94.271649970964,94.79244598608,95.1452469189149,96.3421211464971,97.4860438522988,98.8787989204417,100,102.556112365016,107.369931708733,114.075403840339,117.374880643264,120.796022037739
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Turkiye,TUR,0.10560789547204,0.168089863628543,0.277683510531697,0.467561907652121,0.957328971898505,1.78070409371192,3.14768818381735,5.76356407885482,10.1593232994269,15.651445361806,23.3790582611154,35.6743724771031,49.0851262830098,60.5162629970376,67.9990881989993,72.7948427268321,79.587013998625,84.5601944812786,94.7147549450347,100,106.905064723667,115.817265701763,124.264298226205,131.952560547135,142.030678509985,153.224032628886,165.677480117358,184.123036004355,214.933229774473,245.368437391499,281.52079580504,364.022997339074,711.757895853495,1197.74445703307,1907.76827656108,2602.67938524398
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,United Kingdom,GBR,48.2885173455902,51.4867600324121,52.7273112515477,53.6446143842174,53.8183062230959,59.6355263956752,62.1053404582177,62.1277674471459,62.953148885302,63.8310300898373,64.4537768617233,65.557354667458,66.9265866499357,68.5226114764201,70.3936485890577,72.4097193466476,74.6366990328632,76.1245155236341,78.6402065744694,80.2188698743615,81.2844743738279,83.2970439721691,84.5862894985228,86.4108900194113,87.7900213276968,88.3774875721393,89.911184784863,91.2980898191241,93.090057795961,95.3813117700179,100,100.711756533859,106.430816682767,113.183760675263,117.640854805902,121.985626728213
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,United States,USA,56.2781904379181,58.1814126530349,59.5072823104371,60.9177982017331,62.2185140668891,63.5230424851909,64.6859998311504,65.8014762361652,66.5409964024268,67.4826167927401,69.0112297721562,70.5651486799977,71.6617273169935,73.0765553385887,75.0416479286116,77.3945446986751,79.7812660998886,81.9427468178344,83.5215456690289,84.0366904577565,85.0579771623642,86.8128163508019,88.4294141679155,89.9343770048922,91.5006903474734,92.3498559134411,93.2274773497258,94.8969980783401,97.0709841824513,98.6731074507531,100,104.562972826319,112.000017338401,116.144257693854,119.027387038617,122.361624831936
GDP (constant LCU),NY.GDP.MKTP.KN,Argentina,ARG,322461423550,351912181900,379844477800,411018234600,435006083700,422629248800,445986656500,482160842800,500724897600,483773071300,479956106900,458795611600,408812193300,444939093600,485115195200,528055942500,570549404200,621942502600,647176159700,608872876400,670523679400,710781597200,703485989500,720407105300,702306046000,721487146600,706477848600,726389947800,707377443000,693223803600,624591286200,689809934000,731341633700,717769483200,708130336300,739056748300
GDP (constant LCU),NY.GDP.MKTP.KN,Brazil,BRA,2092676262163.86,2114276648600,2102773460300,2206328534700,2335462083600,2434107182400,2487873300900,2572332767800,2581029770900,2593107378800,2706891619700,2744514608900,2828317315700,2860583579800,3025352182400,3122227954600,3245930273700,3442954041300,3618344849300,3613792537200,3885847000000,4040287000000,4117908023600,4241643857400,4263019865100,4111863267300,3977162043300,4029774689200,4101652440900,4151724504300,4015682506400,4206933577300,4333843905000,4474332186900,4627323705900,4733092595100
GDP (constant LCU),NY.GDP.MKTP.KN,Canada,CAN,1209858134000,1184559333000,1195107434000,1226869886000,1282006024000,1316393634000,1338627012000,1395922481000,1450264160000,1524822291000,1603175882000,1633237003000,1682221951000,1712609358000,1765569470000,1822252273000,1870322263000,1908662085000,1927661029000,1871468047000,1929311500000,1989837753000,2024772565000,2071865000000,2131399352000,2145252830000,2167532373000,2233291727000,2294550102000,2338340029000,2220529000000,2352662201000,2463129569000,2511236596000,2562623178000,2607281637000
GDP (constant LCU),NY.GDP.MKTP.KN,China,CHN,7221678268271.21,7898756274300,9028090637700,10285351823600,11630954811600,12912152597400,14199918738700,15520169617400,16749917295600,18046568304700,19593804064500,21224801514800,23185134520000,25530035414700,28118890577400,31339491366000,35311860972300,40308761572200,44206125469900,48364197901100,53486784001700,58547731575400,63148307023400,68060253595700,73138234124200,78244469574600,83544506358200,89301758101700,95336597795900,101121029616900,103486760000000,112355972876200,115877045457800,122152950115800,128209664468400,134568798262700
GDP (constant LCU),NY.GDP.MKTP.KN,Chile,CHL,51790372361164.5,55807338202700,62226259979600,66386449110000,69756758845700,76213045141100,81635498606800,87669781814300,91335155998100,91085234333700,95613647416500,98629335248700,101788234745100,106595942726700,113710426877300,120347756481600,127628784707600,134224935105000,139311245140200,137753693545000,145814558961500,154889906608900,164423907015100,169863885538900,172908949585100,176629850757200,179726240483400,182166375335300,189434867410000,190655251158600,178949596535000,199237833892300,203349940689000,204726670282500,210469512099200,215645493568200
GDP (constant LCU),NY.GDP.MKTP.KN,Colombia,COL,330352934040000,336965303460000,350595312220000,369476307010000,390960105090000,411299560570000,419755281970000,434154120870000,436627861970000,418271960100000,430505835550000,437729285680000,448689941490000,466270833400000,491137159840000,514853000000000,549435000000000,586457000000000,605713000000000,612616000000000,640151000000000,684628000000000,711415000000000,747939000000000,781589000000000,804692000000000,821489000000000,832656000000000,854008000000000,881224000000000,817900000000000,906243000000000,972655000000000,980843000000000,995490000000000,1.021791E+15
GDP (constant LCU),NY.GDP.MKTP.KN,France,FRA,1566239800000,1585608900000,1609647700000,1603869100000,1642099900000,1679946900000,1703417100000,1746463500000,1806761800000,1868179200000,1945540500000,1982495400000,2003663500000,2023055500000,2081081800000,2120384400000,2177933000000,2233045200000,2241534600000,2178221300000,2221792800000,2275950700000,2280134700000,2297959800000,2320889600000,2345647800000,2365821100000,2415115700000,2454866300000,2504637400000,2318276200000,2477827800000,2545144500000,2581774600000,2612509800000,2634479700000
GDP (constant LCU),NY.GDP.MKTP.KN,Germany,DEU,2315182180000,2433447740000,2482447970000,2458292930000,2522131250000,2560089170000,2586659710000,2634624720000,2689836240000,2747118190000,2826139680000,2872379330000,2865822960000,2850639790000,2883766700000,2909302030000,3021795500000,3109098720000,3136704480000,2962788190000,3085288750000,3201232940000,3216071040000,3228838700000,3299233390000,3354099840000,3428635390000,3524565410000,3564593760000,3599446030000,3450720000000,3585643150000,3650516690000,3618770060000,3600826320000,3609453120000
GDP (constant LCU),NY.GDP.MKTP.KN,India,IND,40627526025527.5,41056890491000,43307791821900,45365248097000,48386085520800,52051085620400,55980693910100,58247811723500,61850098607000,67321207144100,69907008757200,73279299275800,76066825735800,82045968414900,88546418486000,95562332522400,103265356587600,111176324582100,114608002035600,123618355749400,134122930236000,141152737106700,148854577483000,158360589183700,170095469279100,183696734680600,198863298292600,212376821891300,226083306267300,234835978902900,221267802529200,242707750910100,261176269506000,280007665215900,299886190399900,322577564190900
GDP (constant LCU),NY.GDP.MKTP.KN,Japan,JPN,442899429900000,458035503575000,461919963352000,459527588184000,464091002092000,474960270755000,489567518637000,496240182402000,487443625915000,485749269928000,500216471041000,501640129918000,502066467870000,508995534178000,519750346345000,529356794998000,537542283748000,546833052388000,540453577184000,508372570962000,529401178128000,528340481292000,537052469923000,547778892880000,552741306700000,562690525068000,566657417279000,575856820647000,580660294878000,578868975746000,554074400000000,573822693805000,581463989399000,585655096387000,584249030823000,591219781287000
GDP (constant LCU),NY.GDP.MKTP.KN,"Korea, Rep.",KOR,495738200000000,549649600000000,584561100000000,625449500000000,684065600000000,750665500000000,810646900000000,861573300000000,819020800000000,914168600000000,998289100000000,1.0454676E+15,1.1264286E+15,1.1610632E+15,1.2212485E+15,1.2744734E+15,1.3413196E+15,1.419679E+15,1.4623319E+15,1.474321E+15,1.5772531E+15,1.6354227E+15,1.6770878E+15,1.7322874E+15,1.7879749E+15,1.840189E+15,1.8985511E+15,1.963732E+15,2.0261024E+15,2.0729824E+15,2.0584665E+15,2.1534229E+15,2.2121589E+15,2.2471777E+15,2.2922024E+15,2.3152853E+15
GDP (constant LCU),NY.GDP.MKTP.KN,Mexico,MEX,12545485659000,13044282247000,13509782270000,13897107654000,14507764337000,13650311996000,14499128959000,15542903296000,16504244133000,16958941075000,17811854384000,17731550484000,17689599763000,17899317905000,18537507529000,18929250872000,19838803935000,20251027288000,20442061683000,19155182679000,20107450900000,20799960568000,21539027005000,21722561388000,22266442953000,22868154258000,23273490743000,23709107313000,24176670377000,24081730886000,22069934757000,23404831113000,24273093493000,25027209091000,25365220649000,25507692897000
GDP (constant LCU),NY.GDP.MKTP.KN,Denmark,DNK,1441375155000,1462393000000,1491974450000,1490797276000,1569730462000,1617419211000,1664255639000,1716987270000,1756929592000,1809063058000,1876432729000,1894259445000,1902907308000,1911300861000,1964365297000,2010716634000,2087455387000,2108062200000,2099267819000,1994840181000,2026416447000,2052978790000,2052867266000,2081457003000,2108058020000,2152420300000,2218565155000,2286375094000,2328901842000,2368758690000,2326592274000,2477826692000,2488824095000,2503871221000,2590951754000,2666826035000
GDP (constant LCU),NY.GDP.MKTP.KN,Russian Federation,RUS,72791483737000,69117741627000,59074191601000,53953321470000,47171520618000,45216955262000,43519027194000,44128256934000,41789476250000,44463967080000,48910393496000,51404848619000,53820872345000,57749770378000,61907723740000,65869796669000,71271164955000,77329198132000,81350292667000,75004974791000,78380198656000,81750570074286,85040283448060.9,86533099419419.1,87170214266108.9,85450590689561.3,85616083814738.6,87180037334452,89626606309466.7,91596666975876,89166007903610.2,94396924421569.3,93041978688382,96825636780644.3,101591084453709,102608190587714
GDP (constant LCU),NY.GDP.MKTP.KN,Spain,ESP,708612352000,726653626000,733405804000,725840783000,743138987000,763631000000,783542000000,811650000000,846567000000,883891000000,929859000000,966301000000,992927000000,1022112000000,1053946000000,1091374000000,1135503000000,1175626000000,1184645000000,1140006000000,1141079000000,1133777000000,1101293000000,1085574000000,1102080000000,1146834000000,1180266000000,1214447000000,1243538000000,1267926000000,1129214000000,1204681000000,1281423000000,1312957000000,1358323000000,1396695000000
